Year,Month,20334722
1999,01,65.69
1999,02,31.09
1999,03,28.31
1999,04,78.12
1999,05,2.1
1999,06,14.15
1999,07,8.89
1999,08,1.21
1999,09,5.91
1999,10,0
1999,11,1.1
1999,12,10.8
2000,01,28.98
2000,02,169.15
2000,03,55.95
2000,04,43.06
2000,05,3.04
2000,06,0.74
2000,07,0
2000,08,9.8
2000,09,7.12
2000,10,29.83
2000,11,21.3
2000,12,1.63
2001,01,90.81
2001,02,113.28
2001,03,48.78
2001,04,62.6
2001,05,2.77
2001,06,0
2001,07,2.82
2001,08,0.96
2001,09,0.61
2001,10,0.85
2001,11,35.03
2001,12,44.29
2002,01,14.2
2002,02,6.66
2002,03,42.82
2002,04,18.43
2002,05,0.43
2002,06,0.08
2002,07,2.27
2002,08,0
2002,09,11.09
2002,10,1.39
2002,11,83.89
2002,12,74.94
2003,01,8.88
2003,02,162.47
2003,03,87.08
2003,04,67.31
2003,05,33.83
2003,06,2.78
2003,07,5.77
2003,08,23.33
2003,09,4.4
2003,10,0
2003,11,38.29
2003,12,57.68
2004,01,20.03
2004,02,135.66
2004,03,18.42
2004,04,36.61
2004,05,1.17
2004,06,0.36
2004,07,0.58
2004,08,3.22
2004,09,0.69
2004,10,210.23
2004,11,34.03
2004,12,111.46
2005,01,200.02
2005,02,174.6
2005,03,56.44
2005,04,45.74
2005,05,9.72
2005,06,0.57
2005,07,13.38
2005,08,8.47
2005,09,2.12
2005,10,47.61
2005,11,1.53
2005,12,4.67
2006,01,43.5
2006,02,55.16
2006,03,129.62
2006,04,81.49
2006,05,11.64
2006,06,0.72
2006,07,6.23
2006,08,1.46
2006,09,2.33
2006,10,14.93
2006,11,11.7
2006,12,39.7
2007,01,25.19
2007,02,85.39
2007,03,21.38
2007,04,20.66
2007,05,0.87
2007,06,0.25
2007,07,0.41
2007,08,5.59
2007,09,4.07
2007,10,6.07
2007,11,11.89
2007,12,107.52
2008,01,212.31
2008,02,104.13
2008,03,7.8
2008,04,1
2008,05,16.86
2008,06,6.59
2008,07,0.46
2008,08,6.53
2008,09,1.79
2008,10,2.74
2008,11,54.83
2008,12,161.75
2009,01,5.74
2009,02,123.66
2009,03,4.61
2009,04,9.71
2009,05,0.45
2009,06,0.32
2009,07,0.07
2009,08,0.01
2009,09,19.53
2009,10,4.9
2009,11,24.79
2009,12,134.24
2010,01,164.14
2010,02,143.63
2010,03,35.29
2010,04,73.99
2010,05,0.71
2010,06,0.21
2010,07,2.76
2010,08,0.44
2010,09,3.81
2010,10,86.18
2010,11,65.68
2010,12,248.38
2011,01,30.95
2011,02,142.85
2011,03,72.38
2011,04,16.74
2011,05,31.28
2011,06,1.49
2011,07,15.82
2011,08,1.22
2011,09,5.18
2011,10,27.14
2011,11,100.01
2011,12,34.02
2012,01,30.44
2012,02,54.33
2012,03,75.4
2012,04,74.53
2012,05,0.68
2012,06,0
2012,07,3.65
2012,08,6.2
2012,09,3.38
2012,10,12.08
2012,11,15.7
2012,12,83.03
2013,01,53.01
2013,02,35.28
2013,03,41.82
2013,04,3.09
2013,05,15.46
2013,06,0
2013,07,8.48
2013,08,6.83
2013,09,12.1
2013,10,44.7
2013,11,21.26
2013,12,30.76
2014,01,5.4
2014,02,27.05
2014,03,87.01
2014,04,31.06
2014,05,0.12
2014,06,0
2014,07,3.19
2014,08,18.2
2014,09,3.88
