Year,Month,20342991
1999,01,38.91
1999,02,20.97
1999,03,12.32
1999,04,66.18
1999,05,2.36
1999,06,4.19
1999,07,37.57
1999,08,1.49
1999,09,11.01
1999,10,0
1999,11,1.85
1999,12,4.91
2000,01,15.5
2000,02,96.66
2000,03,38.22
2000,04,33.61
2000,05,1.69
2000,06,0.17
2000,07,0
2000,08,25.75
2000,09,5.2
2000,10,19.51
2000,11,8.66
2000,12,1.3
2001,01,76.04
2001,02,90.79
2001,03,37.38
2001,04,40.37
2001,05,1.8
2001,06,0
2001,07,8.66
2001,08,1.97
2001,09,0.88
2001,10,0
2001,11,24.38
2001,12,27
2002,01,10.07
2002,02,3.58
2002,03,25.66
2002,04,15.27
2002,05,0.46
2002,06,0
2002,07,1.5
2002,08,0
2002,09,6.76
2002,10,1.33
2002,11,48.27
2002,12,59.55
2003,01,9.11
2003,02,112.92
2003,03,72.19
2003,04,49.39
2003,05,19.99
2003,06,0.08
2003,07,12.48
2003,08,44.94
2003,09,3.08
2003,10,0
2003,11,30.2
2003,12,31.02
2004,01,15.53
2004,02,92.88
2004,03,14.38
2004,04,25.72
2004,05,1.74
2004,06,0
2004,07,3.56
2004,08,12.9
2004,09,9.58
2004,10,136.32
2004,11,33.06
2004,12,80.19
2005,01,180.08
2005,02,142.25
2005,03,37.55
2005,04,35.03
2005,05,7.76
2005,06,0.07
2005,07,30.82
2005,08,13.32
2005,09,4.12
2005,10,49.42
2005,11,0
2005,12,0.23
2006,01,34.94
2006,02,49.38
2006,03,98.45
2006,04,59.84
2006,05,8.6
2006,06,0.83
2006,07,7.91
2006,08,6.23
2006,09,4.76
2006,10,6.44
2006,11,6.86
2006,12,27.26
2007,01,15.56
2007,02,64.27
2007,03,26.59
2007,04,23.89
2007,05,0.97
2007,06,0
2007,07,6.33
2007,08,14.15
2007,09,23.19
2007,10,5.3
2007,11,7.62
2007,12,100.09
2008,01,187.65
2008,02,105.03
2008,03,9.49
2008,04,0.1
2008,05,14.71
2008,06,0.33
2008,07,3.99
2008,08,16.57
2008,09,15.47
2008,10,1.62
2008,11,32.47
2008,12,135.62
2009,01,4.77
2009,02,100.75
2009,03,3.88
2009,04,5.89
2009,05,1.32
2009,06,0.29
2009,07,0.42
2009,08,0.74
2009,09,8.23
2009,10,4.23
2009,11,16.11
2009,12,101
2010,01,187
2010,02,99.06
2010,03,15.45
2010,04,47.39
2010,05,1.06
2010,06,0.01
2010,07,7.73
2010,08,4.81
2010,09,3.8
2010,10,65.6
2010,11,47.43
2010,12,197.59
2011,01,27.14
2011,02,126.27
2011,03,56.04
2011,04,9.61
2011,05,12.75
2011,06,1.19
2011,07,9.07
2011,08,12.53
2011,09,26
2011,10,26.96
2011,11,70.81
2011,12,20.1
2012,01,25.3
2012,02,42.96
2012,03,56.83
2012,04,58.41
2012,05,0.77
2012,06,0
2012,07,19.59
2012,08,35.44
2012,09,3.83
2012,10,7.77
2012,11,10.07
2012,12,55.21
2013,01,44.9
2013,02,31.09
2013,03,35.37
2013,04,2.53
2013,05,10.59
2013,06,0
2013,07,28.14
2013,08,46.98
2013,09,59.96
2013,10,34.94
2013,11,15.3
2013,12,17.84
2014,01,3.88
2014,02,25.22
2014,03,89
2014,04,18.17
2014,05,2.88
2014,06,0
2014,07,17.76
2014,08,55.1
2014,09,5.43
